confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Dorking Wanderers - Dagenham & Redbridge,National League South,08/08 11:00,Betano,2.02,3.5,3.25,0.466,0.256,0.278,2.5,1.62,2.02,,0.565,0.435,,1.5,2.37,1.45,,0.358,0.642,,,1.28,1.26,1.75,0.419,0.443,0.139,,1.47,2.32,,0.632,0.368,,,1.55,2.15,,0.596,0.404,
Braintree Town - Tonbridge Angels,National League South,08/08 11:00,Betano,1.91,3.65,3.4,0.494,0.243,0.263,2.5,1.72,1.9,,0.529,0.471,,1.5,2.47,1.42,,0.341,0.659,,,1.27,1.24,1.85,0.426,0.464,0.111,,1.42,2.45,,0.658,0.342,,,1.67,1.95,,0.546,0.454,
Hemel Hempstead Town - Chelmsford City,National League South,08/08 11:00,Betano,2.32,3.25,2.82,0.400,0.277,0.323,2.5,1.83,1.78,,0.492,0.508,,0.5,1.4,2.55,,0.671,0.329,,,1.36,1.29,1.57,0.356,0.425,0.219,,1.65,1.98,,0.554,0.446,,,1.67,1.95,,0.546,0.454,
Uxbridge FC - Chippenham Town,Southern League - Premier Division South,08/08 11:00,Betano,2.95,3.65,2.1,0.309,0.245,0.447,2.5,1.57,2.1,,0.585,0.415,,1.5,2.32,1.47,,0.368,0.632,,,1.7,1.25,1.34,0.164,0.467,0.369,,2.12,1.57,,0.412,0.588,,,1.52,2.2,,0.608,0.392,
Berkhamsted Town - Havant & Waterlooville,Southern League - Premier Division South,08/08 11:00,Betano,2.12,3.55,2.95,0.441,0.251,0.308,2.5,1.6,2.05,,0.573,0.427,,1.5,2.35,1.47,,0.365,0.635,,,1.33,1.26,1.67,0.376,0.452,0.172,,1.57,2.12,,0.588,0.412,,,1.53,2.2,,0.606,0.394,
Hanworth Villa - Taunton Town,Southern League - Premier Division South,08/08 11:00,Betano,2.0,3.65,3.15,0.470,0.244,0.286,2.5,1.57,2.1,,0.585,0.415,,1.5,2.27,1.5,,0.380,0.620,,,1.3,1.24,1.78,0.398,0.470,0.132,,1.5,2.27,,0.620,0.380,,,1.52,2.2,,0.608,0.392,
Gloucester City - Chertsey Town,Southern League - Premier Division South,08/08 11:00,Betano,1.62,3.95,4.5,0.588,0.221,0.191,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.18,1.21,2.22,0.506,0.456,0.038,,1.26,3.15,,0.754,0.246,,,1.57,2.1,,0.585,0.415,
Chichester City Utd - Poole Town,Southern League - Premier Division South,08/08 11:00,Betano,3.25,3.55,2.0,0.277,0.252,0.470,2.5,1.62,2.02,,0.565,0.435,,1.5,2.35,1.47,,0.365,0.635,,,1.78,1.26,1.28,0.133,0.445,0.422,,2.32,1.47,,0.368,0.632,,,1.55,2.15,,0.596,0.404,
Basingstoke Town - Evesham United,Southern League - Premier Division South,08/08 11:00,Betano,2.02,3.5,3.2,0.464,0.255,0.281,2.5,1.65,1.98,,0.554,0.446,,1.5,2.4,1.44,,0.352,0.648,,,1.3,1.26,1.75,0.404,0.451,0.145,,1.5,2.27,,0.620,0.380,,,1.57,2.12,,0.588,0.412,
Yate Town - Gosport Borough,Southern League - Premier Division South,08/08 11:00,Betano,2.12,3.55,2.95,0.441,0.251,0.308,2.5,1.62,2.02,,0.565,0.435,,1.5,2.37,1.45,,0.358,0.642,,,1.38,1.25,1.67,0.342,0.476,0.182,,1.57,2.12,,0.588,0.412,,,1.55,2.15,,0.596,0.404,
Sholing FC - Bath City,Southern League - Premier Division South,08/08 11:00,Betano,2.65,3.55,2.32,0.347,0.252,0.401,2.5,1.62,2.02,,0.565,0.435,,1.5,2.35,1.47,,0.365,0.635,,,1.57,1.26,1.39,0.216,0.456,0.327,,1.91,1.7,,0.466,0.534,,,1.53,2.18,,0.604,0.396,
Malvern Town - Hanwell Town,Southern League - Premier Division South,08/08 11:00,Betano,2.45,3.45,2.55,0.378,0.260,0.362,2.5,1.7,1.93,,0.537,0.463,,1.5,2.45,1.42,,0.342,0.658,,,1.42,1.27,1.53,0.309,0.450,0.241,,1.75,1.85,,0.516,0.484,,,1.57,2.1,,0.585,0.415,
Frome Town - Wimborne Town,Southern League - Premier Division South,08/08 11:00,Betano,2.02,3.8,3.0,0.465,0.233,0.302,2.5,1.57,2.12,,0.588,0.412,,1.5,2.27,1.5,,0.380,0.620,,,1.32,1.23,1.75,0.377,0.483,0.140,,1.52,2.2,,0.608,0.392,,,1.53,2.18,,0.604,0.396,
Plymouth Parkway - Bracknell Town,Southern League - Premier Division South,08/08 11:00,Betano,2.47,3.5,2.5,0.374,0.256,0.369,3.5,2.12,1.57,,0.412,0.588,,1.5,2.15,1.55,,0.404,0.596,,,1.44,1.26,1.52,0.294,0.460,0.245,,1.8,1.82,,0.503,0.497,,,1.4,2.5,,0.667,0.333,
Warrington Rylands 1906 FC - FC Utd of Manchester,Northern League - Premier Division,08/08 11:00,Betano,2.42,3.25,2.72,0.384,0.279,0.338,2.5,1.87,1.75,,0.481,0.519,,0.5,1.4,2.52,,0.669,0.331,,,1.38,1.29,1.53,0.338,0.424,0.238,,1.7,1.9,,0.533,0.467,,,1.7,1.93,,0.537,0.463,
Ashton Utd - Lancaster City,Northern League - Premier Division,08/08 11:00,Betano,2.45,3.45,2.57,0.379,0.261,0.360,2.5,1.83,1.78,,0.492,0.508,,0.5,1.38,2.57,,0.679,0.321,,,1.42,1.27,1.53,0.309,0.450,0.241,,1.75,1.85,,0.516,0.484,,,1.7,1.91,,0.534,0.466,
Avro FC - Quorn FC,Northern League - Premier Division,08/08 11:00,Betano,1.72,4.05,3.75,0.551,0.215,0.234,3.5,2.15,1.55,,0.404,0.596,,1.5,2.15,1.55,,0.404,0.596,,,1.23,1.21,2.05,0.453,0.483,0.064,,1.35,2.72,,0.698,0.302,,,1.5,2.25,,0.618,0.382,
Leek Town - Whitby Town,Northern League - Premier Division,08/08 11:00,Betano,1.85,3.6,3.7,0.512,0.248,0.241,2.5,1.78,1.82,,0.507,0.493,,1.5,2.57,1.38,,0.321,0.679,,,1.24,1.25,1.91,0.459,0.445,0.096,,1.38,2.6,,0.681,0.319,,,1.72,1.88,,0.526,0.474,
Ilkeston Town - Stockton Town,Northern League - Premier Division,08/08 11:00,Betano,2.4,3.4,2.65,0.387,0.265,0.348,2.5,1.87,1.75,,0.481,0.519,,0.5,1.39,2.55,,0.674,0.326,,,1.4,1.27,1.55,0.323,0.448,0.229,,1.72,1.9,,0.529,0.471,,,1.72,1.88,,0.526,0.474,
Hyde United FC - AFC Emley,Northern League - Premier Division,08/08 11:00,Betano,1.88,3.65,3.55,0.503,0.245,0.252,2.5,1.75,1.85,,0.516,0.484,,1.5,2.52,1.4,,0.331,0.669,,,1.25,1.24,1.88,0.443,0.457,0.100,,1.4,2.5,,0.667,0.333,,,1.7,1.93,,0.537,0.463,
Guiseley AFC - Warrington Town,Northern League - Premier Division,08/08 11:00,Betano,1.82,3.5,3.9,0.520,0.254,0.226,2.5,1.91,1.7,,0.466,0.534,,0.5,1.4,2.5,,0.667,0.333,,,1.22,1.25,1.95,0.479,0.437,0.084,,1.35,2.72,,0.698,0.302,,,1.83,1.78,,0.492,0.508,
Gainsborough Trinity - Workington AFC,Northern League - Premier Division,08/08 11:00,Betano,1.95,3.45,3.5,0.484,0.260,0.256,2.5,1.93,1.7,,0.463,0.537,,0.5,1.42,2.47,,0.659,0.341,,,1.26,1.26,1.82,0.440,0.440,0.119,,1.42,2.45,,0.658,0.342,,,1.82,1.78,,0.493,0.507,
Redcar Athletic - Bury AFC,Northern League - Premier Division,08/08 11:00,Betano,2.92,3.55,2.15,0.312,0.252,0.435,2.5,1.75,1.85,,0.516,0.484,,1.5,2.55,1.4,,0.329,0.671,,,1.67,1.26,1.34,0.175,0.456,0.370,,2.1,1.57,,0.415,0.585,,,1.65,1.98,,0.554,0.446,
Cleethorpes Town - Bamber Bridge,Northern League - Premier Division,08/08 11:00,Betano,1.98,3.55,3.3,0.475,0.252,0.273,2.5,1.8,1.82,,0.503,0.497,,1.5,2.6,1.38,,0.319,0.681,,,1.28,1.25,1.78,0.417,0.453,0.130,,1.47,2.35,,0.635,0.365,,,1.7,1.91,,0.534,0.466,
Curzon Ashton FC - Alfreton Town,Northern League - Premier Division,08/08 11:00,Betano,1.83,3.6,3.75,0.517,0.247,0.236,2.5,1.72,1.9,,0.529,0.471,,1.5,2.47,1.42,,0.341,0.659,,,1.23,1.25,1.93,0.468,0.442,0.090,,1.37,2.65,,0.687,0.313,,,1.65,1.98,,0.554,0.446,
Lewes FC - Enfield Town,Isthmian League - Premier Division,08/08 11:00,Betano,2.6,3.5,2.37,0.353,0.256,0.391,2.5,1.57,2.1,,0.585,0.415,,1.5,2.27,1.5,,0.380,0.620,,,1.55,1.26,1.42,0.230,0.461,0.309,,1.88,1.72,,0.474,0.526,,,1.5,2.27,,0.620,0.380,
Aveley FC - Eastbourne Borough,Isthmian League - Premier Division,08/08 11:00,Betano,2.57,3.7,2.32,0.358,0.241,0.401,2.5,1.53,2.18,,0.604,0.396,,1.5,2.22,1.52,,0.390,0.610,,,1.57,1.24,1.42,0.216,0.481,0.303,,1.9,1.72,,0.471,0.529,,,1.47,2.32,,0.632,0.368,
St Albans City - Chatham Town,Isthmian League - Premier Division,08/08 11:00,Betano,2.57,3.5,2.4,0.358,0.256,0.386,2.5,1.75,1.85,,0.516,0.484,,1.5,2.52,1.4,,0.331,0.669,,,1.55,1.26,1.47,0.241,0.472,0.286,,1.85,1.75,,0.484,0.516,,,1.65,2.0,,0.556,0.444,
Welling United FC - Whitehawk,Isthmian League - Premier Division,08/08 11:00,Betano,2.07,3.6,3.05,0.454,0.249,0.298,2.5,1.7,1.91,,0.534,0.466,,1.5,2.47,1.42,,0.341,0.659,,,1.32,1.25,1.72,0.383,0.463,0.154,,1.53,2.2,,0.606,0.394,,,1.62,2.02,,0.565,0.435,
Dulwich Hamlet - Maldon & Tiptree FC,Isthmian League - Premier Division,08/08 11:00,Betano,1.7,3.9,4.15,0.561,0.227,0.212,2.5,1.62,2.02,,0.565,0.435,,1.5,2.37,1.45,,0.358,0.642,,,1.2,1.22,2.12,0.489,0.458,0.052,,1.3,2.95,,0.729,0.271,,,1.65,1.98,,0.554,0.446,
Cheshunt FC - Stanway Rovers,Isthmian League - Premier Division,08/08 11:00,Betano,1.8,3.8,3.7,0.527,0.233,0.240,2.5,1.55,2.15,,0.596,0.404,,1.5,2.25,1.5,,0.382,0.618,,,1.24,1.23,1.95,0.451,0.465,0.084,,1.37,2.65,,0.687,0.313,,,1.53,2.2,,0.606,0.394,
Wingate & Finchley - Cray Wanderers,Isthmian League - Premier Division,08/08 11:00,Betano,2.7,3.65,2.25,0.340,0.245,0.415,2.5,1.62,2.02,,0.565,0.435,,1.5,2.37,1.45,,0.358,0.642,,,1.62,1.25,1.39,0.197,0.472,0.330,,1.95,1.67,,0.454,0.546,,,1.55,2.15,,0.596,0.404,
Three Bridges - Dartford FC,Isthmian League - Premier Division,08/08 11:00,Betano,2.47,3.55,2.47,0.374,0.252,0.374,2.5,1.57,2.1,,0.585,0.415,,1.5,2.32,1.47,,0.368,0.632,,,1.52,1.25,1.52,0.257,0.485,0.257,,1.8,1.8,,0.500,0.500,,,1.5,2.25,,0.618,0.382,
Whyteleafe FC - Carshalton Athletic,Isthmian League - Premier Division,08/08 11:00,Betano,2.32,3.7,2.57,0.401,0.241,0.358,2.5,1.55,2.15,,0.596,0.404,,1.5,2.27,1.5,,0.380,0.620,,,1.42,1.24,1.57,0.303,0.481,0.216,,1.72,1.9,,0.529,0.471,,,1.5,2.25,,0.618,0.382,
Ramsgate - Leatherhead FC,Isthmian League - Premier Division,08/08 11:00,Betano,2.02,3.95,2.95,0.466,0.225,0.309,3.5,2.02,1.62,,0.435,0.565,,1.5,2.05,1.6,,0.427,0.573,,,1.33,1.22,1.75,0.366,0.496,0.139,,1.53,2.18,,0.604,0.396,,,1.42,2.47,,0.659,0.341,
Brentwood Town - Burgess Hill Town,Isthmian League - Premier Division,08/08 11:00,Betano,1.67,4.05,4.05,0.569,0.215,0.215,2.5,1.53,2.2,,0.606,0.394,,1.5,2.22,1.52,,0.390,0.610,,,1.21,1.21,2.15,0.475,0.475,0.050,,1.3,2.92,,0.727,0.273,,,1.57,2.12,,0.588,0.412,
Bishop's Stortford - Banbury United,Southern League - Premier Division Central,08/08 11:00,Betano,2.77,3.25,2.37,0.331,0.278,0.392,2.5,1.9,1.72,,0.471,0.529,,0.5,1.42,2.47,,0.659,0.341,,,1.55,1.29,1.42,0.241,0.438,0.321,,1.95,1.67,,0.454,0.546,,,1.72,1.88,,0.526,0.474,
Racing Club Warwick - Peterborough Sports,Southern League - Premier Division Central,08/08 11:00,Betano,3.15,3.5,2.05,0.287,0.256,0.458,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.72,1.26,1.3,0.151,0.447,0.401,,2.25,1.5,,0.382,0.618,,,1.57,2.1,,0.585,0.415,
Bury Town FC - Halesowen Town,Southern League - Premier Division Central,08/08 11:00,Betano,2.9,3.35,2.25,0.315,0.270,0.415,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.62,1.28,1.35,0.198,0.437,0.365,,2.05,1.62,,0.432,0.568,,,1.55,2.15,,0.596,0.404,
Stourbridge FC - Stamford,Southern League - Premier Division Central,08/08 11:00,Betano,1.67,4.3,3.9,0.571,0.203,0.226,3.5,1.93,1.7,,0.463,0.537,,1.5,2.0,1.65,,0.444,0.556,,,1.22,1.19,2.15,0.453,0.500,0.047,,1.31,2.87,,0.721,0.279,,,1.44,2.4,,0.648,0.352,
Anstey Nomads - Leiston FC,Southern League - Premier Division Central,08/08 11:00,Betano,2.42,3.55,2.55,0.384,0.253,0.363,2.5,1.67,1.95,,0.546,0.454,,1.5,2.45,1.42,,0.342,0.658,,,1.42,1.26,1.53,0.305,0.458,0.237,,1.75,1.85,,0.516,0.484,,,1.6,2.07,,0.575,0.425,
Real Bedford - Leamington,Southern League - Premier Division Central,08/08 11:00,Betano,1.85,4.05,3.3,0.511,0.217,0.272,3.5,2.0,1.65,,0.444,0.556,,1.5,2.05,1.6,,0.427,0.573,,,1.28,1.21,1.9,0.406,0.498,0.096,,1.44,2.42,,0.649,0.351,,,1.44,2.42,,0.649,0.351,
Rushall Olympic - Hitchin Town,Southern League - Premier Division Central,08/08 11:00,Betano,2.02,3.65,3.1,0.465,0.244,0.291,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.31,1.25,1.75,0.393,0.462,0.144,,1.52,2.22,,0.610,0.390,,,1.6,2.05,,0.573,0.427,
Needham Market FC - Bromsgrove Sporting,Southern League - Premier Division Central,08/08 11:00,Betano,2.25,3.6,2.7,0.413,0.248,0.339,2.5,1.67,1.95,,0.546,0.454,,1.5,2.42,1.44,,0.351,0.649,,,1.44,1.25,1.62,0.306,0.485,0.209,,1.67,1.95,,0.546,0.454,,,1.57,2.1,,0.585,0.415,
Kettering Town - Alvechurch,Southern League - Premier Division Central,08/08 11:00,Betano,1.8,3.65,3.85,0.527,0.244,0.230,2.5,1.82,1.78,,0.493,0.507,,0.5,1.38,2.6,,0.681,0.319,,,1.22,1.24,1.95,0.473,0.445,0.081,,1.35,2.7,,0.697,0.303,,,1.78,1.83,,0.508,0.492,
Redditch United - Leighton Town,Southern League - Premier Division Central,08/08 11:00,Betano,2.02,3.6,3.15,0.465,0.248,0.287,2.5,1.65,2.0,,0.556,0.444,,1.5,2.4,1.45,,0.355,0.645,,,1.3,1.25,1.75,0.400,0.459,0.142,,1.5,2.27,,0.620,0.380,,,1.57,2.1,,0.585,0.415,
Stratford Town FC - Worcester City,Southern League - Premier Division Central,08/08 11:00,Betano,2.67,3.35,2.4,0.344,0.269,0.387,2.5,1.78,1.83,,0.508,0.492,,1.5,2.55,1.39,,0.326,0.674,,,1.55,1.28,1.45,0.245,0.452,0.303,,1.9,1.72,,0.471,0.529,,,1.62,2.02,,0.565,0.435,
LR Vicenza - Calcio Catania,Copa de Itália,08/08 15:00,Betano,1.78,3.5,4.3,0.536,0.258,0.206,2.5,2.07,1.67,,0.440,0.560,,0.5,1.47,2.52,,0.648,0.352,,,1.22,1.27,2.02,0.492,0.426,0.081,,1.33,3.05,,0.721,0.279,,,1.98,1.75,,0.465,0.535,
Ascoli Calcio 1898 - Rossoblu Potenza,Copa de Itália,08/08 15:30,Betano,1.62,3.65,5.2,0.591,0.244,0.166,2.5,1.93,1.78,,0.477,0.523,,0.5,1.42,2.65,,0.671,0.329,,,1.17,1.25,2.25,0.541,0.417,0.042,,1.24,3.6,,0.777,0.223,,,1.93,1.78,,0.477,0.523,
1. FC Heidenheim - VfL Osnabruck,2. Bundesliga,08/08 08:00,Betano,1.65,4.05,5.2,0.592,0.231,0.178,2.5,1.67,2.22,,0.576,0.424,,1.5,2.47,1.52,,0.369,0.631,,,1.18,1.23,2.32,0.521,0.443,0.036,,1.26,3.65,,0.770,0.230,,,1.67,2.12,,0.566,0.434,
1. FC Magdeburg - Eintracht Braunschweig,2. Bundesliga,08/08 08:00,Betano,1.8,3.9,4.2,0.539,0.239,0.221,2.5,1.67,2.22,,0.576,0.424,,1.5,2.5,1.52,,0.367,0.633,,,1.25,1.25,2.07,0.460,0.460,0.080,,1.35,3.0,,0.712,0.288,,,1.62,2.2,,0.584,0.416,
SV Darmstadt 98 - Holstein Kiel,2. Bundesliga,08/08 08:00,Betano,2.27,3.5,3.1,0.424,0.270,0.306,2.5,1.65,2.25,,0.583,0.417,,1.5,2.45,1.53,,0.373,0.627,,,1.4,1.29,1.67,0.349,0.451,0.201,,1.62,2.2,,0.584,0.416,,,1.52,2.45,,0.629,0.371,
Karlsruher SC - Arminia Bielefeld,2. Bundesliga,08/08 08:00,Betano,2.65,3.75,2.47,0.361,0.251,0.388,3.5,2.37,1.6,,0.396,0.604,,1.5,2.32,1.6,,0.400,0.600,,,1.57,1.27,1.5,0.244,0.474,0.282,,1.93,1.8,,0.481,0.519,,,1.47,2.55,,0.650,0.350,
Wolfsburg - 1. FC Kaiserslautern,2. Bundesliga,08/08 15:30,Betano,1.62,4.5,4.85,0.603,0.206,0.191,3.5,2.35,1.6,,0.398,0.602,,1.5,2.3,1.6,,0.402,0.598,,,1.2,1.2,2.37,0.484,0.484,0.032,,1.27,3.5,,0.761,0.239,,,1.62,2.22,,0.586,0.414,
FC Ingolstadt 04 - Wurzburger Kickers,3. Liga,08/08 09:00,Betano,1.7,3.95,4.35,0.565,0.229,0.206,3.5,2.3,1.57,,0.395,0.605,,1.5,2.3,1.57,,0.395,0.605,,,1.23,1.24,2.18,0.476,0.463,0.061,,1.32,3.2,,0.731,0.269,,,1.53,2.32,,0.616,0.384,
FC Viktoria Köln - SSV Jahn Regensburg,3. Liga,08/08 09:00,Betano,2.32,3.6,2.77,0.408,0.255,0.337,2.5,1.57,2.3,,0.605,0.395,,1.5,2.35,1.55,,0.386,0.614,,,1.47,1.28,1.62,0.306,0.468,0.227,,1.72,2.05,,0.548,0.452,,,1.5,2.42,,0.632,0.368,
SV Wehen Wiesbaden - SC Preussen Münster,3. Liga,08/08 09:00,Betano,2.55,3.45,2.6,0.370,0.268,0.362,2.5,1.72,2.05,,0.548,0.452,,1.5,2.57,1.47,,0.349,0.651,,,1.52,1.29,1.53,0.275,0.456,0.269,,1.85,1.88,,0.504,0.496,,,1.57,2.25,,0.600,0.400,
MSV Duisburg - SV Meppen,3. Liga,08/08 09:00,Betano,1.52,4.35,5.5,0.636,0.205,0.159,3.5,2.15,1.65,,0.427,0.573,,1.5,2.2,1.62,,0.416,0.584,,,1.17,1.2,2.57,0.517,0.464,0.019,,1.22,4.05,,0.797,0.203,,,1.57,2.25,,0.600,0.400,
Sonnenhof Grosaspach - Fortuna Koln,3. Liga,08/08 11:30,Betano,2.57,3.4,2.57,0.365,0.270,0.365,2.5,1.72,2.05,,0.548,0.452,,1.5,2.57,1.47,,0.349,0.651,,,1.53,1.3,1.52,0.273,0.449,0.278,,1.87,1.87,,0.500,0.500,,,1.57,2.25,,0.600,0.400,
Rodinghausen - Bonner SC,Regionalliga Oeste,08/08 09:00,Betano,2.4,3.4,2.65,0.387,0.265,0.348,2.5,1.75,1.87,,0.519,0.481,,1.5,2.52,1.4,,0.331,0.669,,,1.4,1.28,1.55,0.327,0.440,0.233,,1.72,1.88,,0.526,0.474,,,1.62,2.05,,0.568,0.432,
SV Sandhausen - TSV Steinbach,Regionalliga Sudoeste,08/08 09:00,Betano,1.83,3.85,3.5,0.517,0.229,0.254,3.5,1.85,1.75,,0.484,0.516,,1.5,1.95,1.67,,0.454,0.546,,,1.26,1.22,1.91,0.427,0.481,0.092,,1.4,2.52,,0.669,0.331,,,1.36,2.67,,0.692,0.308,
Offenbacher Kickers - FC Astoria Walldorf,Regionalliga Sudoeste,08/08 09:00,Betano,1.91,3.75,3.3,0.493,0.236,0.271,3.5,2.05,1.6,,0.427,0.573,,1.5,2.1,1.57,,0.415,0.585,,,1.28,1.23,1.83,0.411,0.475,0.114,,1.45,2.37,,0.642,0.358,,,1.42,2.45,,0.658,0.342,
Eintracht Trier - SG Barockstadt Fulda-Lehnerz,Regionalliga Sudoeste,08/08 09:00,Betano,2.07,3.35,3.25,0.454,0.269,0.278,2.5,1.75,1.85,,0.516,0.484,,1.5,2.55,1.39,,0.326,0.674,,,1.29,1.28,1.72,0.417,0.428,0.155,,1.5,2.27,,0.620,0.380,,,1.65,2.0,,0.556,0.444,
Clermont - Stade de Reims,Ligue 2,08/08 15:45,Betano,3.8,3.5,2.0,0.247,0.269,0.484,2.5,2.1,1.75,,0.451,0.549,,0.5,1.47,2.6,,0.653,0.347,,,1.85,1.29,1.29,0.133,0.434,0.434,,2.65,1.44,,0.335,0.665,,,1.9,1.85,,0.493,0.507,
FC Metz - Guingamp,Ligue 2,08/08 15:45,Betano,2.12,3.5,3.4,0.455,0.269,0.277,2.5,1.95,1.85,,0.486,0.514,,0.5,1.44,2.75,,0.670,0.330,,,1.34,1.29,1.75,0.391,0.442,0.166,,1.53,2.4,,0.623,0.377,,,1.75,2.0,,0.537,0.463,
Montpellier - Dijon FCO,Ligue 2,08/08 15:45,Betano,1.98,3.45,3.95,0.489,0.274,0.237,2.5,2.15,1.7,,0.437,0.563,,0.5,1.5,2.55,,0.641,0.359,,,1.28,1.3,1.85,0.445,0.423,0.133,,1.42,2.7,,0.674,0.326,,,1.93,1.82,,0.484,0.516,
USL Dunkerque - Grenoble Foot 38,Ligue 2,08/08 15:45,Betano,2.05,3.45,3.65,0.471,0.272,0.257,2.5,1.93,1.87,,0.491,0.509,,0.5,1.44,2.75,,0.670,0.330,,,1.31,1.31,1.8,0.423,0.423,0.154,,1.47,2.55,,0.650,0.350,,,1.75,2.02,,0.539,0.461,
Boulogne Sur Mer - AS Nancy Lorraine,Ligue 2,08/08 15:45,Betano,2.5,3.25,2.92,0.383,0.291,0.326,2.5,2.1,1.75,,0.451,0.549,,0.5,1.5,2.57,,0.643,0.357,,,1.44,1.33,1.57,0.329,0.419,0.252,,1.75,2.02,,0.539,0.461,,,1.8,1.93,,0.519,0.481,
Pau FC - Annecy FC,Ligue 2,08/08 15:45,Betano,2.62,3.4,2.65,0.364,0.277,0.359,2.5,1.85,1.95,,0.514,0.486,,1.5,2.75,1.44,,0.330,0.670,,,1.5,1.31,1.52,0.288,0.436,0.276,,1.87,1.88,,0.501,0.499,,,1.65,2.15,,0.573,0.427,
Nantes - Red Star Paris,Ligue 2,08/08 15:45,Betano,1.93,3.45,4.15,0.502,0.273,0.225,2.5,2.05,1.78,,0.462,0.538,,0.5,1.47,2.62,,0.654,0.346,,,1.25,1.3,1.91,0.472,0.414,0.114,,1.39,2.87,,0.692,0.308,,,1.87,1.88,,0.501,0.499,
Rodez AF - Stade Lavallois MFC,Ligue 2,08/08 15:45,Betano,2.07,3.4,3.65,0.466,0.277,0.257,2.5,1.93,1.88,,0.493,0.507,,0.5,1.44,2.75,,0.670,0.330,,,1.31,1.3,1.78,0.417,0.428,0.155,,1.47,2.55,,0.650,0.350,,,1.72,2.05,,0.548,0.452,
FC Sochaux - Saint-Étienne,Ligue 2,08/08 15:45,Betano,3.6,3.4,2.1,0.262,0.278,0.460,2.5,1.98,1.83,,0.479,0.521,,0.5,1.45,2.7,,0.665,0.335,,,1.78,1.3,1.32,0.158,0.431,0.411,,2.47,1.5,,0.364,0.636,,,1.75,2.0,,0.537,0.463,
CS Marítimo - Casa Pia AC,Primeira Liga,08/08 11:30,Betano,2.45,3.35,2.9,0.391,0.282,0.328,2.5,2.0,1.82,,0.475,0.525,,0.5,1.45,2.7,,0.665,0.335,,,1.44,1.31,1.57,0.322,0.432,0.246,,1.72,2.05,,0.548,0.452,,,1.75,2.0,,0.537,0.463,
Vitoria Guimarães - Arouca,Primeira Liga,08/08 14:00,Betano,1.95,3.5,4.0,0.497,0.269,0.234,2.5,1.91,1.9,,0.499,0.501,,0.5,1.44,2.75,,0.670,0.330,,,1.27,1.29,1.9,0.452,0.429,0.119,,1.42,2.77,,0.677,0.323,,,1.75,2.0,,0.537,0.463,
GD Chaves - Acadêmia de Coimbra,Liga 2,08/08 07:00,Betano,1.98,3.3,3.8,0.482,0.279,0.240,2.5,2.12,1.67,,0.434,0.566,,0.5,1.5,2.5,,0.638,0.362,,,1.28,1.31,1.85,0.448,0.416,0.136,,1.44,2.67,,0.666,0.334,,,1.9,1.82,,0.488,0.512,
Penafiel - Portimonense,Liga 2,08/08 10:00,Betano,1.91,3.5,3.85,0.501,0.262,0.237,2.5,1.95,1.78,,0.475,0.525,,1.5,2.67,1.44,,0.334,0.666,,,1.28,1.28,1.91,0.441,0.441,0.117,,1.42,2.75,,0.676,0.324,,,1.82,1.88,,0.509,0.491,
CD Tondela - Amarante,Liga 2,08/08 14:00,Betano,1.67,3.55,5.2,0.575,0.255,0.169,2.5,2.07,1.7,,0.446,0.554,,0.5,1.47,2.55,,0.650,0.350,,,1.18,1.27,2.22,0.539,0.410,0.051,,1.26,3.65,,0.770,0.230,,,2.0,1.72,,0.458,0.542,
UD Oliveirense - Louletano,Liga 3,08/08 07:00,Betano,2.0,3.4,3.4,0.471,0.265,0.265,2.5,1.91,1.7,,0.466,0.534,,0.5,1.42,2.47,,0.659,0.341,,,1.27,1.27,1.78,0.433,0.433,0.133,,1.45,2.37,,0.642,0.358,,,1.78,1.82,,0.507,0.493,
Lusitano Evora 1911 - Atletico Cp,Liga 3,08/08 13:00,Betano,2.25,3.1,3.1,0.415,0.293,0.293,2.5,2.2,1.53,,0.394,0.606,,0.5,1.5,2.27,,0.620,0.380,,,1.31,1.31,1.62,0.402,0.402,0.196,,1.57,2.12,,0.588,0.412,,,1.93,1.7,,0.463,0.537,
