confronto,competicao,horario_brt,casa,odd_1,odd_x,odd_2,justo_1,justo_x,justo_2,linha_total_gols,odd_total_gols_0,odd_total_gols_1,odd_total_gols_2,justo_total_gols_0,justo_total_gols_1,justo_total_gols_2,linha_total_gols_1t,odd_total_gols_1t_0,odd_total_gols_1t_1,odd_total_gols_1t_2,justo_total_gols_1t_0,justo_total_gols_1t_1,justo_total_gols_1t_2,linha_dupla_chance,odd_dupla_chance_0,odd_dupla_chance_1,odd_dupla_chance_2,justo_dupla_chance_0,justo_dupla_chance_1,justo_dupla_chance_2,linha_dnb,odd_dnb_0,odd_dnb_1,odd_dnb_2,justo_dnb_0,justo_dnb_1,justo_dnb_2,linha_btts,odd_btts_0,odd_btts_1,odd_btts_2,justo_btts_0,justo_btts_1,justo_btts_2
Csd Amatitlan - Quiché,Primera Division de Ascenso,09/08 14:00,Betano,3.75,3.05,1.93,0.232,0.291,0.477,2.5,2.15,1.55,,0.410,0.590,,0.5,1.47,2.22,,0.615,0.385,,,1.7,1.3,1.23,0.231,0.367,0.402,,2.57,1.38,,0.332,0.668,,,,,,,,
Deportivo Iztapa - Chichicasteco FC,Primera Division de Ascenso,09/08 14:00,Betano,1.42,4.1,6.3,0.660,0.211,0.129,2.5,1.7,1.93,,0.535,0.465,,1.5,2.37,1.42,,0.359,0.641,,,1.1,1.18,2.5,0.472,0.420,0.109,,1.14,4.35,,0.824,0.176,,,,,,,,
Coatepeque - Juventud Copalera,Primera Division de Ascenso,09/08 15:00,Betano,1.65,3.45,4.75,0.565,0.256,0.179,2.5,1.91,1.7,,0.468,0.532,,0.5,1.4,2.4,,0.649,0.351,,,1.16,1.25,2.02,0.441,0.390,0.169,,1.24,3.3,,0.752,0.248,,,,,,,,
Csd Sacachispas - CD Mictlan,Primera Division de Ascenso,09/08 14:00,Betano,2.02,2.57,4.4,0.455,0.351,0.194,1.5,1.47,2.32,,0.625,0.375,,0.5,1.57,2.02,,0.571,0.429,,,1.18,1.4,1.65,0.431,0.324,0.245,,1.34,2.75,,0.691,0.309,,,,,,,,
Huehuetecos FC - Santa Lucia Cotzumalguapa,Primera Division de Ascenso,09/08 22:00,Betano,1.8,3.4,3.9,0.515,0.261,0.224,2.5,1.85,1.75,,0.485,0.515,,0.5,1.38,2.45,,0.658,0.342,,,1.21,1.26,1.82,0.411,0.385,0.204,,1.34,2.75,,0.691,0.309,,,,,,,,
Escuintla FC - Puerto San Jose,Segunda División,09/08 14:00,Betano,3.25,3.35,1.98,0.272,0.263,0.464,2.5,1.65,2.0,,0.553,0.447,,1.5,2.32,1.44,,0.368,0.632,,,1.67,1.27,1.27,0.239,0.381,0.381,,2.32,1.47,,0.375,0.625,,,,,,,,
FC Groningen - FC Utrecht,Eredivisie,09/08 09:30,Betano,2.3,3.35,3.15,0.417,0.282,0.301,2.5,1.78,2.05,,0.537,0.463,,1.5,2.62,1.47,,0.351,0.649,,,1.39,1.31,1.65,0.351,0.386,0.263,,1.62,2.2,,0.581,0.419,,,1.6,2.27,,0.592,0.408,
Heerenveen - Twente,Eredivisie,09/08 11:45,Betano,3.0,3.8,2.22,0.318,0.249,0.434,3.5,2.18,1.7,,0.435,0.565,,1.5,2.2,1.65,,0.424,0.576,,,1.7,1.26,1.42,0.250,0.411,0.339,,2.15,1.65,,0.430,0.570,,,1.42,2.7,,0.667,0.333,
CD Motagua - Estrella Roja,Liga Nacional,09/08 20:15,Betano,1.28,4.9,8.25,0.735,0.172,0.093,2.5,1.57,2.12,,0.583,0.417,,1.5,2.22,1.47,,0.385,0.615,,,1.07,1.13,2.75,0.479,0.436,0.085,,1.09,5.3,,0.864,0.136,,,,,,,,
Juticalpa FC - CD Olimpia,Liga Nacional,09/08 18:00,Betano,9.0,4.9,1.26,0.082,0.171,0.746,2.5,1.62,2.02,,0.561,0.439,,1.5,2.3,1.44,,0.370,0.630,,,3.2,1.13,1.06,0.064,0.442,0.493,,5.6,1.07,,0.122,0.878,,,,,,,,
Independiente Siguatepeque - Atletico Choloma,Liga Nacional,09/08 22:30,Betano,1.98,3.4,3.2,0.464,0.259,0.277,2.5,1.72,1.9,,0.528,0.472,,1.5,2.42,1.4,,0.349,0.651,,,1.28,1.26,1.67,0.376,0.386,0.239,,1.47,2.32,,0.625,0.375,,,,,,,,
Paksi FC - Budapest Honved FC,NB I,09/08 10:30,Betano,1.93,3.7,3.55,0.492,0.248,0.260,2.5,1.6,2.25,,0.590,0.410,,1.5,2.4,1.53,,0.382,0.618,,,1.32,1.27,1.88,0.382,0.407,0.211,,1.47,2.57,,0.646,0.354,,,1.53,2.32,,0.611,0.389,
Debreceni VSC - Nyiregyhaza Spartacus FC,NB I,09/08 12:30,Betano,2.3,3.4,2.95,0.411,0.273,0.317,2.5,1.78,1.95,,0.524,0.476,,1.5,2.65,1.44,,0.341,0.659,,,1.42,1.3,1.65,0.341,0.393,0.266,,1.67,2.12,,0.564,0.436,,,1.62,2.15,,0.576,0.424,
Soroksar SC - Diosgyori Vtk,NB II,09/08 12:30,Betano,3.7,3.85,1.78,0.242,0.231,0.527,2.5,1.6,2.07,,0.571,0.429,,1.5,2.32,1.47,,0.375,0.625,,,1.98,1.22,1.24,0.181,0.415,0.404,,2.65,1.37,,0.324,0.676,,,1.6,2.07,,0.571,0.429,
Csakvari TK - Kozarmisleny,NB II,09/08 12:30,Betano,2.35,3.25,2.82,0.395,0.280,0.325,2.5,1.83,1.78,,0.492,0.508,,0.5,1.4,2.52,,0.659,0.341,,,1.36,1.29,1.57,0.348,0.379,0.273,,1.65,1.98,,0.551,0.449,,,1.67,1.95,,0.543,0.457,
Szentlorinc SE - Nagykanizsai Ufc,NB II,09/08 12:30,Betano,2.18,3.35,3.0,0.426,0.270,0.304,2.5,1.75,1.87,,0.518,0.482,,1.5,2.52,1.4,,0.341,0.659,,,1.33,1.28,1.65,0.362,0.386,0.252,,1.57,2.12,,0.583,0.417,,,1.6,2.05,,0.569,0.431,
ESMTK Budapest - Hodmezovasarhelyi FC,NB III,09/08 12:30,Betano,1.16,6.2,11.75,0.813,0.129,0.057,3.5,1.93,1.7,,0.465,0.535,,1.5,1.95,1.62,,0.448,0.552,,,1.04,1.08,3.45,0.490,0.459,0.051,,1.04,6.7,,0.906,0.094,,,,,,,,
PTE PEAC - BFC Siofok,NB III,09/08 12:30,Betano,2.72,3.4,2.22,0.330,0.259,0.411,2.5,1.55,2.15,,0.590,0.410,,1.5,2.2,1.47,,0.387,0.613,,,1.53,1.26,1.37,0.278,0.386,0.336,,1.98,1.65,,0.449,0.551,,,,,,,,
Haladas VSE - Balatonalmadi SE,NB III,09/08 12:30,Betano,1.2,5.8,9.75,0.785,0.141,0.074,3.5,1.87,1.75,,0.482,0.518,,1.5,1.91,1.65,,0.459,0.541,,,1.05,1.1,3.7,0.496,0.457,0.047,,1.06,6.0,,0.888,0.112,,,,,,,,
Shelbourne Dublin - St Patricks Athletic,Primeira divisão,09/08 13:00,Betano,3.4,3.15,2.12,0.268,0.291,0.442,2.5,2.12,1.65,,0.433,0.567,,0.5,1.5,2.42,,0.627,0.373,,,1.7,1.32,1.32,0.247,0.377,0.377,,2.37,1.52,,0.382,0.618,,,1.87,1.83,,0.494,0.506,
Waterford FC - Bohemians FC,Primeira divisão,09/08 11:00,Betano,3.55,3.6,1.91,0.256,0.252,0.493,2.5,1.6,2.18,,0.583,0.417,,1.5,2.37,1.52,,0.382,0.618,,,1.87,1.26,1.3,0.209,0.406,0.386,,2.6,1.44,,0.345,0.655,,,1.55,2.32,,0.607,0.393,
Vikingur Reykjavik - IBV Vestmannaeyjar,Urvalsdeild,09/08 15:00,Betano,1.34,5.3,6.9,0.712,0.165,0.123,3.5,1.83,1.88,,0.507,0.493,,1.5,1.93,1.78,,0.478,0.522,,,1.1,1.14,3.25,0.481,0.453,0.067,,1.13,5.1,,0.844,0.156,,,1.57,2.25,,0.596,0.404,
Stjarnan - Keflavik IF,Urvalsdeild,09/08 15:00,Betano,1.85,4.1,3.35,0.509,0.219,0.272,3.5,1.67,2.07,,0.558,0.442,,1.5,1.83,1.87,,0.506,0.494,,,1.33,1.22,1.93,0.373,0.429,0.198,,1.45,2.55,,0.649,0.351,,,1.3,3.25,,0.731,0.269,
IA Akranes - Thor Akureyri,Urvalsdeild,09/08 15:00,Betano,1.47,4.8,5.2,0.647,0.184,0.169,3.5,1.75,1.95,,0.529,0.471,,1.5,1.9,1.8,,0.485,0.515,,,1.15,1.17,2.65,0.455,0.442,0.103,,1.21,3.95,,0.787,0.213,,,1.44,2.62,,0.656,0.344,
KA Akureyri - FH Hafnarfjordur,Urvalsdeild,09/08 15:15,Betano,2.1,3.8,2.92,0.447,0.238,0.316,3.5,1.87,1.83,,0.494,0.506,,1.5,2.0,1.72,,0.459,0.541,,,1.4,1.24,1.72,0.342,0.417,0.242,,1.6,2.2,,0.585,0.415,,,1.34,3.0,,0.706,0.294,
Breidablik Kopavogur - Valur Reykjavik,Urvalsdeild,09/08 17:15,Betano,1.6,4.45,4.4,0.594,0.202,0.204,3.5,1.72,2.0,,0.541,0.459,,1.5,1.87,1.83,,0.494,0.506,,,1.21,1.19,2.35,0.427,0.439,0.134,,1.28,3.35,,0.741,0.259,,,1.36,2.9,,0.695,0.305,
Völsungur - HK,Lengjudeild,09/08 13:00,Betano,4.1,4.7,1.57,0.215,0.185,0.600,3.5,1.62,2.02,,0.561,0.439,,1.5,1.75,1.85,,0.515,0.485,,,2.32,1.17,1.2,0.133,0.442,0.424,,3.05,1.28,,0.273,0.727,,,1.33,2.8,,0.697,0.303,
Kormakur/Hvot - Throttur Vogar,2. deild,09/08 13:00,Betano,1.78,3.85,3.45,0.520,0.226,0.255,3.5,1.83,1.78,,0.492,0.508,,1.5,1.9,1.67,,0.464,0.536,,,1.25,1.22,1.83,0.391,0.407,0.202,,1.39,2.57,,0.665,0.335,,,,,,,,
Hapoel Jerusalém - Hapoel Petah Tikva,Toto Cup Ligat Al,09/08 14:00,Betano,2.42,3.0,2.9,0.382,0.304,0.315,2.5,1.95,1.67,,0.457,0.543,,0.5,1.44,2.4,,0.639,0.361,,,1.35,1.33,1.55,0.355,0.364,0.281,,1.67,1.95,,0.543,0.457,,,1.7,1.91,,0.532,0.468,
Maccabi Petah Tikva - Hapoel Ramat Gan,Toto Cup Ligat Al,09/08 14:00,Betano,2.65,3.15,2.55,0.348,0.289,0.363,2.5,1.82,1.78,,0.494,0.506,,0.5,1.4,2.52,,0.659,0.341,,,1.5,1.31,1.45,0.302,0.378,0.320,,1.83,1.78,,0.492,0.508,,,1.62,2.02,,0.561,0.439,
Jelgava - FK Auda,Virsliga,09/08 10:00,Betano,2.82,3.25,2.25,0.319,0.274,0.407,2.5,1.78,1.82,,0.506,0.494,,1.5,2.5,1.37,,0.335,0.665,,,1.53,1.28,1.35,0.279,0.377,0.345,,2.02,1.62,,0.439,0.561,,,,,,,,
SK Super Nova - FK Liepaja,Virsliga,09/08 10:00,Betano,3.35,3.35,1.95,0.264,0.264,0.472,2.5,1.67,1.95,,0.543,0.457,,1.5,2.35,1.42,,0.361,0.639,,,1.7,1.27,1.27,0.233,0.383,0.383,,2.37,1.45,,0.366,0.634,,,,,,,,
Riga FC - Ogre United,Virsliga,09/08 12:00,Betano,1.06,8.25,23.0,0.893,0.088,0.020,4.5,1.98,1.65,,0.449,0.551,,1.5,1.6,1.98,,0.560,0.440,,,,,,,,,,,,,,,,,,,,,,
FK Siauliai - Dziugas Telsiai,A Lyga,09/08 11:00,Betano,3.1,3.3,2.07,0.288,0.269,0.444,2.5,1.78,1.82,,0.506,0.494,,1.5,2.5,1.37,,0.335,0.665,,,1.62,1.28,1.3,0.253,0.378,0.368,,2.22,1.52,,0.396,0.604,,,,,,,,
FK Banga Gargzdai - FK Suduva,A Lyga,09/08 12:45,Betano,2.55,2.95,2.65,0.355,0.304,0.341,2.5,2.12,1.57,,0.417,0.583,,0.5,1.47,2.22,,0.615,0.385,,,1.39,1.33,1.42,0.329,0.354,0.317,,1.78,1.83,,0.508,0.492,,,,,,,,
Swift Hesperange - FC Wiltz 71,Division Nationale,09/08 13:00,Betano,3.65,3.7,1.78,0.241,0.237,0.522,2.5,1.6,2.07,,0.571,0.429,,1.5,2.27,1.45,,0.375,0.625,,,1.85,1.23,1.22,0.197,0.399,0.404,,2.67,1.36,,0.320,0.680,,,,,,,,
Jeunesse Esch - Atert Bissen,Division Nationale,09/08 14:00,Betano,5.3,3.85,1.52,0.158,0.227,0.615,2.5,1.7,1.91,,0.532,0.468,,1.5,2.4,1.4,,0.351,0.649,,,2.25,1.21,1.14,0.137,0.410,0.453,,3.7,1.19,,0.215,0.785,,,,,,,,
Victoria Rosport - US Mondorf-Les-Bains,Division Nationale,09/08 11:00,Betano,4.7,3.65,1.6,0.180,0.239,0.581,2.5,1.7,1.93,,0.535,0.465,,1.5,2.37,1.42,,0.359,0.641,,,2.05,1.23,1.16,0.163,0.398,0.439,,3.3,1.24,,0.248,0.752,,,,,,,,
Etzella Ettelbruck - Racing FC Union luxemburgo,Division Nationale,09/08 11:00,Betano,4.55,3.9,1.57,0.186,0.222,0.592,3.5,2.07,1.6,,0.429,0.571,,1.5,2.05,1.55,,0.421,0.579,,,2.1,1.21,1.17,0.156,0.410,0.434,,3.25,1.24,,0.251,0.749,,,,,,,,
F91 Dudelange - FC UNA Strassen,Division Nationale,09/08 11:00,Betano,2.27,3.4,2.67,0.402,0.260,0.338,2.5,1.72,1.9,,0.528,0.472,,1.5,2.4,1.4,,0.351,0.649,,,1.38,1.27,1.52,0.334,0.383,0.283,,1.67,1.95,,0.543,0.457,,,,,,,,
Un Kaerjeng 97 - US Hostert,Division Nationale,09/08 11:00,Betano,1.87,3.45,3.5,0.494,0.255,0.251,2.5,1.6,2.07,,0.571,0.429,,1.5,2.27,1.45,,0.375,0.625,,,1.25,1.26,1.75,0.392,0.387,0.221,,1.4,2.52,,0.659,0.341,,,,,,,,
Vardar Skopje - KF Shkendija Tetovo,Prva Liga,09/08 12:00,Betano,2.15,3.3,2.92,0.426,0.268,0.306,2.5,1.78,1.82,,0.506,0.494,,1.5,2.5,1.37,,0.335,0.665,,,1.33,1.28,1.57,0.355,0.378,0.268,,1.57,2.1,,0.580,0.420,,,,,,,,
FK Skopje - FC Struga Trim-Lum,Prva Liga,09/08 12:00,Betano,5.0,3.8,1.55,0.168,0.230,0.602,2.5,1.82,1.78,,0.494,0.506,,0.5,1.36,2.52,,0.669,0.331,,,2.18,1.21,1.14,0.144,0.407,0.449,,3.55,1.21,,0.228,0.772,,,,,,,,
Masters - CIVO United,Super Liga,09/08 09:30,Betano,2.07,3.0,3.35,0.442,0.296,0.262,1.5,1.47,2.32,,0.625,0.375,,0.5,1.52,2.12,,0.593,0.407,,,1.27,1.32,1.6,0.383,0.359,0.259,,1.47,2.32,,0.625,0.375,,,,,,,,
Mitundu Baptist - Karonga United,Super Liga,09/08 09:30,Betano,1.78,3.05,4.5,0.519,0.292,0.189,1.5,1.52,2.22,,0.604,0.396,,0.5,1.55,2.05,,0.579,0.421,,,1.18,1.3,1.83,0.430,0.367,0.203,,1.29,3.0,,0.721,0.279,,,,,,,,
Big Bullets - Chitipa United,Super Liga,09/08 09:30,Betano,1.26,4.45,11.0,0.746,0.191,0.063,2.5,2.05,1.62,,0.435,0.565,,0.5,1.42,2.35,,0.639,0.361,,,1.05,1.15,3.2,0.504,0.431,0.065,,1.06,6.1,,0.890,0.110,,,,,,,,
Red Lions - Kamuzu Barracks,Super Liga,09/08 09:30,Betano,2.07,2.87,3.6,0.444,0.313,0.244,2.5,2.27,1.5,,0.387,0.613,,0.5,1.52,2.12,,0.593,0.407,,,1.24,1.34,1.6,0.396,0.348,0.257,,1.44,2.4,,0.639,0.361,,,,,,,,
Black Bulls Maputo - Baia Pemba,Mocambola,09/08 13:00,Betano,1.35,4.1,8.25,0.696,0.211,0.093,2.5,2.02,1.62,,0.439,0.561,,0.5,1.42,2.35,,0.639,0.361,,,1.07,1.18,2.75,0.493,0.418,0.090,,1.09,5.1,,0.861,0.139,,,,,,,,
FC Sheriff Tiraspol - Dacia Buiucani,Divizia Nationala,09/08 14:00,Betano,1.34,4.5,7.0,0.699,0.189,0.112,3.5,2.07,1.6,,0.429,0.571,,1.5,2.05,1.55,,0.421,0.579,,,1.09,1.16,2.77,0.479,0.432,0.089,,1.11,4.75,,0.845,0.155,,,,,,,,
FC Zimbru Chisinau - FC Petrocub Hincesti,Divizia Nationala,09/08 14:00,Betano,2.4,3.2,2.62,0.378,0.277,0.344,2.5,2.02,1.62,,0.439,0.561,,0.5,1.42,2.35,,0.639,0.361,,,1.39,1.29,1.47,0.329,0.372,0.299,,1.72,1.88,,0.525,0.475,,,,,,,,
FK Otrant-Olympic Ulcinj - OFK Petrovac,Prva liga,09/08 15:00,Betano,2.77,2.92,2.6,0.332,0.314,0.355,2.5,2.2,1.53,,0.400,0.600,,0.5,1.52,2.22,,0.604,0.396,,,1.47,1.34,1.42,0.310,0.362,0.328,,1.87,1.75,,0.482,0.518,,,1.87,1.75,,0.482,0.518,
FK Bokelj Kotor - FK Sutjeska,Prva liga,09/08 15:00,Betano,3.15,2.85,2.4,0.290,0.323,0.387,1.5,1.47,2.32,,0.625,0.375,,0.5,1.57,2.12,,0.583,0.417,,,1.55,1.36,1.31,0.280,0.349,0.371,,2.05,1.6,,0.431,0.569,,,1.95,1.67,,0.457,0.543,
Jezero Plav - Mladost DG,Prva liga,09/08 15:00,Betano,2.87,2.87,2.55,0.319,0.319,0.362,2.5,2.2,1.52,,0.398,0.602,,0.5,1.52,2.2,,0.602,0.398,,,1.5,1.35,1.35,0.295,0.352,0.352,,1.9,1.72,,0.472,0.528,,,1.85,1.75,,0.485,0.515,
San Marcos FC - UNAN Managua,Primeira Divisão,09/08 20:00,Betano,3.15,3.35,2.12,0.289,0.271,0.440,2.5,1.75,1.87,,0.518,0.482,,1.5,2.52,1.4,,0.341,0.659,,,1.7,1.28,1.31,0.240,0.387,0.373,,2.2,1.53,,0.400,0.600,,,1.6,2.05,,0.569,0.431,
Indigenas de Matagalpa - Managua,Primeira Divisão,09/08 22:00,Betano,4.3,3.85,1.67,0.205,0.232,0.563,2.5,1.65,1.98,,0.551,0.449,,1.5,2.4,1.44,,0.361,0.639,,,2.15,1.22,1.19,0.155,0.414,0.431,,3.0,1.29,,0.279,0.721,,,1.67,1.95,,0.543,0.457,
Lillestrom SK - Rosenborg,Eliteserien,09/08 09:30,Betano,2.3,3.45,2.87,0.409,0.267,0.324,2.5,1.62,2.22,,0.583,0.417,,1.5,2.4,1.53,,0.382,0.618,,,1.44,1.29,1.62,0.331,0.396,0.272,,1.7,2.07,,0.553,0.447,,,1.5,2.42,,0.627,0.373,
Ham-Kam - Aalesunds FK,Eliteserien,09/08 12:00,Betano,2.1,3.55,3.25,0.452,0.261,0.287,3.5,2.2,1.62,,0.419,0.581,,1.5,2.25,1.6,,0.410,0.590,,,1.36,1.28,1.75,0.363,0.400,0.238,,1.55,2.35,,0.610,0.390,,,1.42,2.65,,0.663,0.337,
Kristiansund BK - Molde FK,Eliteserien,09/08 14:15,Betano,4.5,3.9,1.7,0.202,0.236,0.562,3.5,2.25,1.6,,0.410,0.590,,1.5,2.27,1.6,,0.408,0.592,,,2.2,1.24,1.22,0.156,0.417,0.428,,3.3,1.3,,0.267,0.733,,,1.52,2.37,,0.618,0.382,
Aasane Fotball - Kongsvinger,1. divisjon,09/08 12:00,Betano,6.0,5.0,1.4,0.144,0.176,0.680,3.5,1.7,2.05,,0.550,0.450,,1.5,1.85,1.87,,0.503,0.497,,,2.95,1.16,1.12,0.083,0.445,0.472,,4.5,1.17,,0.184,0.816,,,1.44,2.62,,0.656,0.344,
Sogndal IL - Bryne FK,1. divisjon,09/08 12:00,Betano,2.87,3.6,2.2,0.322,0.253,0.426,3.5,2.12,1.65,,0.433,0.567,,1.5,2.15,1.62,,0.424,0.576,,,1.67,1.26,1.42,0.256,0.408,0.336,,2.12,1.65,,0.433,0.567,,,1.42,2.67,,0.665,0.335,
FK Haugesund - Raufoss  Fotball,1. divisjon,09/08 12:00,Betano,1.34,5.7,6.5,0.714,0.154,0.132,3.5,1.6,2.18,,0.583,0.417,,1.5,1.78,1.93,,0.522,0.478,,,1.11,1.13,3.3,0.475,0.461,0.065,,1.14,4.9,,0.837,0.163,,,1.45,2.57,,0.650,0.350,
Stromsgodset - Egersunds,1. divisjon,09/08 12:00,Betano,1.4,5.0,5.9,0.679,0.175,0.145,3.5,1.7,2.02,,0.547,0.453,,1.5,1.85,1.85,,0.500,0.500,,,1.13,1.15,2.92,0.465,0.451,0.084,,1.17,4.45,,0.815,0.185,,,1.44,2.6,,0.655,0.345,
Sandnes Ulf - Hodd,1. divisjon,09/08 12:00,Betano,1.95,3.6,3.4,0.481,0.251,0.267,2.5,1.6,2.22,,0.587,0.413,,1.5,2.35,1.53,,0.386,0.614,,,1.32,1.26,1.83,0.377,0.406,0.217,,1.47,2.5,,0.640,0.360,,,1.53,2.35,,0.614,0.386,
Strommen IF - Ranheim,1. divisjon,09/08 12:00,Betano,2.25,3.9,2.65,0.417,0.232,0.351,3.5,1.72,2.0,,0.541,0.459,,1.5,1.88,1.82,,0.491,0.509,,,1.47,1.24,1.65,0.318,0.420,0.262,,1.72,2.0,,0.541,0.459,,,1.29,3.25,,0.734,0.266,
Brattvåg - Lysekloster,2. divisjon,09/08 09:30,Betano,1.32,5.1,7.4,0.720,0.170,0.111,3.5,1.87,1.75,,0.482,0.518,,1.5,1.95,1.67,,0.457,0.543,,,1.09,1.14,3.3,0.486,0.450,0.064,,1.11,4.8,,0.846,0.154,,,1.62,2.05,,0.565,0.435,
Tromsdalen - Lorenskog,2. divisjon,09/08 10:30,Betano,2.0,3.6,3.2,0.467,0.250,0.283,3.5,2.12,1.57,,0.417,0.583,,1.5,2.15,1.55,,0.410,0.590,,,1.3,1.25,1.75,0.375,0.400,0.226,,1.5,2.27,,0.613,0.387,,,1.42,2.45,,0.648,0.352,
Raelingen - Raade IL,3. divisjon,09/08 11:00,Betano,4.45,5.0,1.45,0.190,0.167,0.643,4.5,1.87,1.75,,0.482,0.518,,1.5,1.55,2.05,,0.579,0.421,,,2.37,1.14,1.17,0.122,0.448,0.429,,3.4,1.22,,0.237,0.763,,,,,,,,
Sporting San Miguelito - Alianza FC Panama,LPF,09/08 20:15,Betano,4.4,3.5,1.72,0.199,0.256,0.545,2.5,2.07,1.6,,0.429,0.571,,0.5,1.45,2.37,,0.634,0.366,,,2.05,1.26,1.2,0.172,0.398,0.431,,3.0,1.29,,0.279,0.721,,,2.0,1.65,,0.447,0.553,
Union Cocle - Veraguas,LPF,09/08 18:00,Betano,3.65,3.3,1.95,0.246,0.274,0.480,2.5,2.12,1.57,,0.417,0.583,,0.5,1.47,2.32,,0.625,0.375,,,1.8,1.28,1.27,0.218,0.389,0.394,,2.5,1.4,,0.343,0.657,,,1.93,1.7,,0.465,0.535,
FC Panama Norte - Olympic Colon FC,Liga de Futbol Nacional,09/08 17:00,Betano,2.1,3.65,2.8,0.438,0.241,0.322,3.5,2.02,1.62,,0.439,0.561,,1.5,2.02,1.57,,0.429,0.571,,,1.35,1.24,1.6,0.345,0.397,0.258,,1.6,2.07,,0.571,0.429,,,,,,,,
Sportivo San Lorenzo - Sportivo Luqueno,Primeira Divisão,09/08 16:00,Betano,3.15,3.0,2.37,0.294,0.310,0.397,2.5,2.25,1.6,,0.410,0.590,,0.5,1.53,2.4,,0.618,0.382,,,1.6,1.36,1.38,0.279,0.365,0.356,,2.15,1.65,,0.430,0.570,,,1.9,1.82,,0.488,0.512,
Nacional Asuncion - Guarani Asuncion,Primeira Divisão,09/08 18:30,Betano,2.22,3.1,3.4,0.427,0.301,0.273,2.5,2.3,1.57,,0.399,0.601,,0.5,1.55,2.35,,0.610,0.390,,,1.33,1.34,1.67,0.374,0.370,0.256,,1.55,2.35,,0.610,0.390,,,1.95,1.75,,0.471,0.529,
Carapegua - Club Fernando de la Mora,Division Intermedia,09/08 10:00,Betano,2.45,3.2,2.72,0.378,0.284,0.338,2.5,1.87,1.75,,0.482,0.518,,0.5,1.4,2.5,,0.657,0.343,,,1.38,1.3,1.53,0.340,0.375,0.285,,1.72,1.9,,0.528,0.472,,,1.67,1.95,,0.543,0.457,
Benjamin Aceval - 3 de Noviembre,Division Intermedia,09/08 10:00,Betano,1.78,3.35,4.4,0.528,0.271,0.201,2.5,2.0,1.65,,0.447,0.553,,0.5,1.45,2.37,,0.634,0.366,,,1.19,1.27,2.0,0.433,0.389,0.178,,1.3,2.95,,0.715,0.285,,,1.9,1.72,,0.472,0.528,
24 de Setiembre - Cristobal Colon JAS,Tercera División,09/08 10:00,Betano,1.83,3.2,3.95,0.504,0.277,0.219,2.5,1.72,1.9,,0.528,0.472,,1.5,2.4,1.4,,0.351,0.649,,,1.21,1.28,1.8,0.414,0.377,0.209,,1.34,2.75,,0.691,0.309,,,,,,,,
29 de Setiembre - 3 de Febrero FBC,Tercera División,09/08 15:00,Betano,1.88,3.35,3.55,0.490,0.263,0.247,2.5,1.8,1.8,,0.500,0.500,,0.5,1.37,2.5,,0.665,0.335,,,1.24,1.26,1.75,0.396,0.385,0.219,,1.4,2.55,,0.661,0.339,,,,,,,,
Club 12 de Octubre SD - Atletico Colegiales,Tercera División,09/08 15:00,Betano,1.52,3.8,5.2,0.612,0.228,0.160,2.5,1.6,2.07,,0.571,0.429,,1.5,2.25,1.45,,0.377,0.623,,,1.14,1.21,2.22,0.451,0.409,0.140,,1.2,3.65,,0.780,0.220,,,,,,,,
Olimpia Ita - Club Silvio Pettirossi,Tercera División,09/08 15:00,Betano,2.02,3.25,3.3,0.457,0.274,0.269,2.5,1.67,1.95,,0.543,0.457,,1.5,2.37,1.42,,0.359,0.641,,,1.28,1.28,1.65,0.378,0.378,0.245,,1.47,2.32,,0.625,0.375,,,,,,,,
FBC Melgar - FC Cajamarca,Liga 1,09/08 17:30,Betano,1.3,4.85,8.75,0.731,0.179,0.090,2.5,1.55,2.3,,0.605,0.395,,1.5,2.3,1.55,,0.395,0.605,,,1.07,1.15,3.5,0.500,0.443,0.057,,1.09,6.1,,0.877,0.123,,,1.9,1.8,,0.485,0.515,
Universidad Cesar Vallejo - Molinos El Pirata,Liga 2,09/08 15:15,Betano,1.57,3.55,5.3,0.594,0.248,0.158,2.5,1.91,1.7,,0.468,0.532,,0.5,1.4,2.4,,0.649,0.351,,,1.14,1.24,2.12,0.453,0.394,0.153,,1.2,3.6,,0.778,0.222,,,,,,,,
Ayacucho FC - CD Estudiantil CNI,Liga 2,09/08 13:00,Betano,1.65,3.45,4.65,0.563,0.255,0.182,2.5,2.12,1.57,,0.417,0.583,,0.5,1.45,2.27,,0.625,0.375,,,1.16,1.25,1.98,0.439,0.388,0.174,,1.25,3.2,,0.744,0.256,,,,,,,,
AD Comerciantes FC - Bentin Tacna Heroica,Liga 2,09/08 17:30,Betano,1.82,3.1,4.2,0.508,0.287,0.205,2.5,2.12,1.57,,0.417,0.583,,0.5,1.47,2.22,,0.615,0.385,,,1.19,1.3,1.8,0.424,0.367,0.209,,1.32,2.85,,0.703,0.297,,,,,,,,
Slask Wroclaw - Cracovia Kraków,Ekstraklasa,09/08 09:45,Betano,2.47,3.2,2.82,0.380,0.289,0.331,2.5,1.95,1.78,,0.476,0.524,,0.5,1.45,2.62,,0.654,0.346,,,1.45,1.33,1.55,0.328,0.378,0.294,,1.75,2.0,,0.536,0.464,,,1.72,2.0,,0.541,0.459,
